id,creationDate,publicatioName,reviewText,scoreSentiment,title,runtimeMinutes,genre,originalLanguage,predictedSentiment,cleaned_text,LDA_Topics
16500,2020-06-28,"KCCI (Des Moines, IA)",Dumbo liveaction adaptation classic Disney animated film doesnt quite capture Disney Magic reason might change storys main focus animals humans,NEGATIVE,Dumbo,112.0,"Kids & family, Fantasy, Drama",English,Positive,"['dumbo', 'liveaction', 'adaptation', 'classic', 'disney', 'animated', 'film', 'doesnt', 'quite', 'capture', 'disney', 'magic', 'reason', 'might', 'change', 'storys', 'main', 'focus', 'animals', 'humans']","[(2, 0.48581457), (3, 0.48505846)]"
578807,2016-06-13,Espinof,enjoyable film stands due Susan Sarandons performance,POSITIVE,The Meddler,100.0,"Comedy, Drama",English,Positive,"['enjoyable', 'film', 'stands', 'due', 'susan', 'sarandons', 'performance']","[(0, 0.025137508), (1, 0.02517785), (2, 0.899166), (3, 0.025323741), (4, 0.025194889)]"
453735,2022-12-06,FilmWeek (KPCC - NPR Los Angeles),relatively engaging kind accomplishment overstay welcome,POSITIVE,EO,88.0,Drama,Polish,Positive,"['relatively', 'engaging', 'kind', 'accomplishment', 'overstay', 'welcome']","[(0, 0.02865647), (1, 0.028803613), (2, 0.02909083), (3, 0.028718686), (4, 0.8847304)]"
572653,2016-10-06,Los Angeles Times,Siege Jadotville valiantly fights reclaim pride slice Irish military history seems ignored Irish fighting,NEGATIVE,The Siege of Jadotville,108.0,"Drama, Mystery & thriller",English,Positive,"['siege', 'jadotville', 'valiantly', 'fights', 'reclaim', 'pride', 'slice', 'irish', 'military', 'history', 'seems', 'ignored', 'irish', 'fighting']","[(0, 0.25255874), (1, 0.013486487), (2, 0.013638238), (3, 0.01347841), (4, 0.70683813)]"
603502,2020-11-19,IONCINEMA.com,Future doesnt escape shortcomings surreal success nontheless July remains indie icon fearlessly pursuing visions,POSITIVE,The Future,91.0,Drama,English,Positive,"['future', 'doesnt', 'escape', 'shortcomings', 'surreal', 'success', 'nontheless', 'july', 'remains', 'indie', 'icon', 'fearlessly', 'pursuing', 'visions']","[(0, 0.01361097), (1, 0.013563059), (2, 0.9459661), (3, 0.013424436), (4, 0.013435413)]"
1129004,2015-12-07,Nashville Scene,much Divergent films strive grimy snarling little sister Suzanne Collins Hunger Games juggernaut though movies far failed give punk edge edge really,NEGATIVE,The Divergent Series: Insurgent,118.0,"Sci-fi, Action, Adventure",English,Negative,"['much', 'divergent', 'films', 'strive', 'grimy', 'snarling', 'little', 'sister', 'suzanne', 'collins', 'hunger', 'games', 'juggernaut', 'though', 'movies', 'far', 'failed', 'give', 'punk', 'edge', 'edge', 'really']","[(3, 0.964811)]"
1152807,2003-04-03,Movie Mom,neglected gem sensational performances everyone especially Steenburgen Woodard,POSITIVE,Miss Firecracker,102.0,"Comedy, Drama",English,Positive,"['neglected', 'gem', 'sensational', 'performances', 'everyone', 'especially', 'steenburgen', 'woodard']","[(0, 0.9084701), (1, 0.022921631), (2, 0.02298315), (3, 0.022809643), (4, 0.02281549)]"
798733,2004-04-01,culturevulture.net,Utterly predictableutterly charming,POSITIVE,The Prince & Me,110.0,"Romance, Comedy",English,Positive,"['utterly', 'predictableutterly', 'charming']","[(0, 0.050737422), (1, 0.05010501), (2, 0.0500543), (3, 0.050874263), (4, 0.798229)]"
113496,2020-12-10,Film Racket,films pandemic backdrop get peoples attention movie unlikely keep,NEGATIVE,Songbird,90.0,Mystery & thriller,English,Positive,"['films', 'pandemic', 'backdrop', 'get', 'peoples', 'attention', 'movie', 'unlikely', 'keep']","[(0, 0.020262867), (1, 0.020310398), (2, 0.020252654), (3, 0.020219233), (4, 0.91895485)]"
1658,2003-03-26,RTÉ (Ireland),best day youll year,POSITIVE,Monsoon Wedding,100.0,"Comedy, Drama",English,Positive,"['best', 'day', 'youll', 'year']","[(0, 0.040881332), (1, 0.2987948), (2, 0.04062815), (3, 0.5794456), (4, 0.040250126)]"
62725,2016-01-21,New York Times,endure messy slaughter body count double digits plot without rewards,POSITIVE,Rabid Dogs,100.0,Action,French (France),Negative,"['endure', 'messy', 'slaughter', 'body', 'count', 'double', 'digits', 'plot', 'without', 'rewards']","[(0, 0.018458903), (1, 0.018338278), (2, 0.92670614), (3, 0.018251708), (4, 0.01824502)]"
526497,2020-11-05,Film Inquiry,pace proceedings lifts carries along journey anticipation events destinations confrontations make tension palpable many elongated stretches,POSITIVE,"Genus, Pan",157.0,"Crime, Drama",Tagalog,Positive,"['pace', 'proceedings', 'lifts', 'carries', 'along', 'journey', 'anticipation', 'events', 'destinations', 'confrontations', 'make', 'tension', 'palpable', 'many', 'elongated', 'stretches']","[(0, 0.4223718), (1, 0.012280652), (2, 0.012088001), (3, 0.16332486), (4, 0.3899347)]"
246487,2009-03-17,KPBS.org,slickness works remake helps distance audience unpleasantness screen,NEGATIVE,The Last House on the Left,110.0,"Horror, Mystery & thriller",English,Negative,"['slickness', 'works', 'remake', 'helps', 'distance', 'audience', 'unpleasantness', 'screen']","[(0, 0.022330435), (1, 0.022475041), (2, 0.91015863), (3, 0.022756584), (4, 0.022279304)]"
1107058,2014-07-05,"Spectrum (St. George, Utah)",Hundreds precious little moments much beyond extravagant artifice sink teeth,NEGATIVE,The Grand Budapest Hotel,99.0,"Comedy, Drama",English,Negative,"['hundreds', 'precious', 'little', 'moments', 'much', 'beyond', 'extravagant', 'artifice', 'sink', 'teeth']","[(0, 0.018746553), (1, 0.018510202), (2, 0.018454356), (3, 0.9260331), (4, 0.018255798)]"
696676,2018-10-10,AwardsCircuit.com,Part coming age tale part sexual exploration part magical realism result impressively subtle film heartbreaking brilliant watch unfold,POSITIVE,We the Animals,94.0,"Drama, Lgbtq+",English,Positive,"['part', 'coming', 'age', 'tale', 'part', 'sexual', 'exploration', 'part', 'magical', 'realism', 'result', 'impressively', 'subtle', 'film', 'heartbreaking', 'brilliant', 'watch', 'unfold']","[(0, 0.010666363), (1, 0.010823712), (2, 0.010716731), (3, 0.9571346), (4, 0.010658544)]"
290599,2021-09-28,Film Freak Central,movie looks great acts great doesnt second trust audience appreciate nuance accept uncertainty right point letting last minor note linger string takes sledgehammer,NEGATIVE,The Guilty,91.0,"Mystery & thriller, Crime, Drama",English,Positive,"['movie', 'looks', 'great', 'acts', 'great', 'doesnt', 'second', 'trust', 'audience', 'appreciate', 'nuance', 'accept', 'uncertainty', 'right', 'point', 'letting', 'last', 'minor', 'note', 'linger', 'string', 'takes', 'sledgehammer']","[(2, 0.96604353)]"
699274,2003-05-11,Killer Movie Reviews,stunning exploration passion delusion,POSITIVE,The Dancer Upstairs,133.0,Drama,English,Positive,"['stunning', 'exploration', 'passion', 'delusion']","[(0, 0.04004597), (1, 0.040740255), (2, 0.040074922), (3, 0.8390923), (4, 0.040046547)]"
1031167,2016-06-27,Espinof,nice enjoyable film,POSITIVE,Finding Dory,103.0,"Kids & family, Comedy, Adventure, Animation",English,Positive,"['nice', 'enjoyable', 'film']","[(0, 0.050508074), (1, 0.050662342), (2, 0.79767275), (3, 0.05098128), (4, 0.050175574)]"
638444,2011-06-22,Honolulu Star-Advertiser,runaway killer captured police hes moony beanpaste stew hes eaten last request execution wants stew,POSITIVE,The Recipe,104.0,"Drama, Mystery & thriller, Romance",Korean,Negative,"['runaway', 'killer', 'captured', 'police', 'hes', 'moony', 'beanpaste', 'stew', 'hes', 'eaten', 'last', 'request', 'execution', 'wants', 'stew']","[(0, 0.012599523), (1, 0.012566717), (2, 0.012642322), (3, 0.012630912), (4, 0.9495605)]"
603954,2009-07-23,NewsBlaze,Turning neurotic upwardly mobile oddly gorgeous luckless love television drone Heigl seems challenged figuring men pretending shes capable roping one,NEGATIVE,The Ugly Truth,95.0,"Romance, Comedy",English,Negative,"['turning', 'neurotic', 'upwardly', 'mobile', 'oddly', 'gorgeous', 'luckless', 'love', 'television', 'drone', 'heigl', 'seems', 'challenged', 'figuring', 'men', 'pretending', 'shes', 'capable', 'roping', 'one']","[(3, 0.9614133)]"
208048,2005-10-07,Boxoffice Magazine,Scattershot mistaken assumption vulgarity reward Waiting isnt waiting tables group unlikable obnoxious jerks found one roof obnoxious unlikable,NEGATIVE,Waiting ...,93.0,Comedy,English,Negative,"['scattershot', 'mistaken', 'assumption', 'vulgarity', 'reward', 'waiting', 'isnt', 'waiting', 'tables', 'group', 'unlikable', 'obnoxious', 'jerks', 'found', 'one', 'roof', 'obnoxious', 'unlikable']","[(0, 0.010634515), (1, 0.010676541), (2, 0.95747495), (3, 0.010602498), (4, 0.010611513)]"
240258,2018-08-24,TheArtsStl,Many dramatic events play eyes virtually none emotional impact,NEGATIVE,Papillon,133.0,"Adventure, History, Drama, Biography",English,Negative,"['many', 'dramatic', 'events', 'play', 'eyes', 'virtually', 'none', 'emotional', 'impact']","[(0, 0.02055875), (1, 0.41090554), (2, 0.02040579), (3, 0.52775294), (4, 0.020377053)]"
428434,2019-11-26,Los Angeles Free Press,fierce maniac brilliance John Waters film rivets seat good reason walked middle youd never know missed,POSITIVE,Female Trouble,95.0,"Comedy, Drama",English,Positive,"['fierce', 'maniac', 'brilliance', 'john', 'waters', 'film', 'rivets', 'seat', 'good', 'reason', 'walked', 'middle', 'youd', 'never', 'know', 'missed']","[(0, 0.012040663), (1, 0.012115655), (2, 0.012063041), (3, 0.6109292), (4, 0.3528514)]"
487936,2019-09-07,RogerEbert.com,Parasite unquestionably one best films year,POSITIVE,Parasite,132.0,"Comedy, Mystery & thriller, Drama",Korean,Positive,"['parasite', 'unquestionably', 'one', 'best', 'films', 'year']","[(0, 0.88389254), (1, 0.028842086), (2, 0.028892675), (3, 0.029340927), (4, 0.029031746)]"
771682,2014-12-24,Blu-ray.com,moments moral muddiness stick movie fascinating ways cohesive work director Wyatt whos often caught trying make pretty picture material begs ugliness,NEGATIVE,The Gambler,111.0,"Crime, Drama",English,Negative,"['moments', 'moral', 'muddiness', 'stick', 'movie', 'fascinating', 'ways', 'cohesive', 'work', 'director', 'wyatt', 'whos', 'often', 'caught', 'trying', 'make', 'pretty', 'picture', 'material', 'begs', 'ugliness']","[(0, 0.96292144)]"
244413,2020-10-01,Substream Magazine,theres nothing stands much make film worth recommending,NEGATIVE,The Mountain Between Us,104.0,"Adventure, Drama, Romance",English,Negative,"['theres', 'nothing', 'stands', 'much', 'make', 'film', 'worth', 'recommending']","[(0, 0.022745673), (1, 0.48541924), (2, 0.44660187), (3, 0.022648005), (4, 0.022585176)]"
234014,2022-06-28,Celluloid Dreams,high concept gender fluid musical allegorical dreamscape possessing fiercely confident hopeful vision liberation ugliness modern civilization,POSITIVE,Neptune Frost,105.0,"Musical, Sci-fi",Swahili,Positive,"['high', 'concept', 'gender', 'fluid', 'musical', 'allegorical', 'dreamscape', 'possessing', 'fiercely', 'confident', 'hopeful', 'vision', 'liberation', 'ugliness', 'modern', 'civilization']","[(0, 0.01195472), (1, 0.012270419), (2, 0.011945782), (3, 0.9518199), (4, 0.012009247)]"
49358,2010-09-09,sbs.com.au,Cages expressions cover limited range earnest fearless glazed trots leaden dialogue along lines mustnot happen Surely cant easier way earn 20 million,NEGATIVE,The Sorcerer's Apprentice,108.0,"Fantasy, Adventure, Comedy",English,Negative,"['cages', 'expressions', 'cover', 'limited', 'range', 'earnest', 'fearless', 'glazed', 'trots', 'leaden', 'dialogue', 'along', 'lines', 'mustnot', 'happen', 'surely', 'cant', 'easier', 'way', 'earn', '20', 'million']","[(1, 0.20987536), (3, 0.63486195), (4, 0.13755213)]"
85186,2023-02-07,Movie Nation,Think American Graffiti High Fidelity terms themes genre without wit budget cast pull,NEGATIVE,Millennium Bugs,90.0,Comedy,English,Positive,"['think', 'american', 'graffiti', 'high', 'fidelity', 'terms', 'themes', 'genre', 'without', 'wit', 'budget', 'cast', 'pull']","[(0, 0.014691324), (1, 0.94101834), (2, 0.014859199), (3, 0.014800591), (4, 0.014630526)]"
312803,2014-04-15,St. Louis Post-Dispatch,Given declarative title Heaven Real built convincing case,NEGATIVE,Heaven Is for Real,100.0,Drama,English,Negative,"['given', 'declarative', 'title', 'heaven', 'real', 'built', 'convincing', 'case']","[(0, 0.63892), (1, 0.023122456), (2, 0.022542506), (3, 0.023072798), (4, 0.29234225)]"
76374,2010-11-12,Daily Mirror (UK),cutandpaste monster mash business whatever multiplex Heck tuned cable Sunday night youd cancelling subscription,NEGATIVE,Skyline,94.0,"Sci-fi, Mystery & thriller",English,Negative,"['cutandpaste', 'monster', 'mash', 'business', 'whatever', 'multiplex', 'heck', 'tuned', 'cable', 'sunday', 'night', 'youd', 'cancelling', 'subscription']","[(0, 0.013519796), (1, 0.94604963), (2, 0.013503822), (3, 0.013502355), (4, 0.013424426)]"
492367,2004-11-03,Cinema em Cena,Um produto tpico dos anos 80 desperdia uma boa idia em um pssimo roteiro que tambm sofre com presena de uma das piores atrizes que Hollywood j gerou Meg Tilly,NEGATIVE,Impulse,92.0,Horror,English,Negative,"['um', 'produto', 'tpico', 'dos', 'anos', '80', 'desperdia', 'uma', 'boa', 'idia', 'em', 'um', 'pssimo', 'roteiro', 'que', 'tambm', 'sofre', 'com', 'presena', 'de', 'uma', 'das', 'piores', 'atrizes', 'que', 'hollywood', 'j', 'gerou', 'meg', 'tilly']","[(4, 0.9739469)]"
131340,2020-05-25,Little White Lies,ensuing Darwinian struggle combines space opera skirmishes Cold War paranoia although characters dialogue involves kind tough guygal posturing overfamiliar sort 80s action movie fact supposed,NEGATIVE,Screamers,105.0,Action,English,Negative,"['ensuing', 'darwinian', 'struggle', 'combines', 'space', 'opera', 'skirmishes', 'cold', 'war', 'paranoia', 'although', 'characters', 'dialogue', 'involves', 'kind', 'tough', 'guygal', 'posturing', 'overfamiliar', 'sort', '80s', 'action', 'movie', 'fact', 'supposed']","[(1, 0.51994795), (2, 0.4566649)]"
77390,2013-11-28,PopMatters,theres anybody whos untroubled invasion Iraq Donald Rumsfeld ask,POSITIVE,The Unknown Known,102.0,Documentary,English,Negative,"['theres', 'anybody', 'whos', 'untroubled', 'invasion', 'iraq', 'donald', 'rumsfeld', 'ask']","[(0, 0.02008486), (1, 0.020125857), (2, 0.9195776), (3, 0.02006124), (4, 0.020150468)]"
108027,2013-06-20,Las Vegas Weekly,end result inconsistent hard wonder things would turned filmmakers trusted initial inspiration,NEGATIVE,World War Z,115.0,"Horror, Action, Adventure",English,Negative,"['end', 'result', 'inconsistent', 'hard', 'wonder', 'things', 'would', 'turned', 'filmmakers', 'trusted', 'initial', 'inspiration']","[(0, 0.015516182), (1, 0.015589346), (2, 0.93752295), (3, 0.015743269), (4, 0.015628295)]"
853471,2005-07-14,Dallas Morning News,Charlie Chocolate Factory total triumph successful enough linger memory part pleasantly,POSITIVE,Charlie and the Chocolate Factory,115.0,"Kids & family, Fantasy, Comedy",English,Positive,"['charlie', 'chocolate', 'factory', 'total', 'triumph', 'successful', 'enough', 'linger', 'memory', 'part', 'pleasantly']","[(0, 0.01699144), (1, 0.016728641), (2, 0.016908584), (3, 0.017219784), (4, 0.93215156)]"
392324,2007-07-30,www.susangranger.com,Silly screwball comedy enjoy droll British humor,POSITIVE,Death at a Funeral,90.0,"Comedy, Drama",English,Positive,"['silly', 'screwball', 'comedy', 'enjoy', 'droll', 'british', 'humor']","[(0, 0.025296202), (1, 0.026215103), (2, 0.8944633), (3, 0.025853414), (4, 0.028171966)]"
319922,2008-11-06,Compuserve,Bristles energy hormoneaddled 1315 year olds inner city Paris junior high school,POSITIVE,The Class,129.0,Drama,French (France),Positive,"['bristles', 'energy', 'hormoneaddled', '1315', 'year', 'olds', 'inner', 'city', 'paris', 'junior', 'high', 'school']","[(0, 0.015832467), (1, 0.93736345), (2, 0.015646499), (3, 0.015649173), (4, 0.015508446)]"
1004888,2023-02-16,Edge Media Network,One best early indie releases 2023 riveting threehander Next film soars three actors delivering committed courageous performance,POSITIVE,What We Do Next,77.0,Drama,English,Positive,"['one', 'best', 'early', 'indie', 'releases', '2023', 'riveting', 'threehander', 'next', 'film', 'soars', 'three', 'actors', 'delivering', 'committed', 'courageous', 'performance']","[(0, 0.011346576), (1, 0.011455312), (2, 0.011498038), (3, 0.10013828), (4, 0.86556184)]"
993382,2004-02-26,Juicy Cerebellum,second coming Christ finely crafted piece work missed,POSITIVE,The Passion of the Christ,126.0,Drama,Aramaic,Positive,"['second', 'coming', 'christ', 'finely', 'crafted', 'piece', 'work', 'missed']","[(0, 0.6630903), (1, 0.022561429), (2, 0.022742506), (3, 0.022401584), (4, 0.26920417)]"
427008,2017-06-05,Reuters,Even Varmas staunchest supporters would find difficult defend latest atrocity film,NEGATIVE,Satya 2,145.0,"Crime, Drama",Hindi,Negative,"['even', 'varmas', 'staunchest', 'supporters', 'would', 'find', 'difficult', 'defend', 'latest', 'atrocity', 'film']","[(0, 0.01711994), (1, 0.9323142), (2, 0.016937513), (3, 0.016802866), (4, 0.016825441)]"
410737,2020-02-13,TAKE ONE Magazine,Although morsels savour Daniel Nettheims nature drama particularly location cinematography takes advantage film never really comes together satisfying cohesive whole,NEGATIVE,The Hunter,100.0,"Drama, Adventure, Mystery & thriller",English,Negative,"['although', 'morsels', 'savour', 'daniel', 'nettheims', 'nature', 'drama', 'particularly', 'location', 'cinematography', 'takes', 'advantage', 'film', 'never', 'really', 'comes', 'together', 'satisfying', 'cohesive', 'whole']","[(1, 0.9610681)]"
